COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;CONTRATO_COD
104;ALUCHE;10;LATINA;435001,566;4471700,995;ETRS89;40,393375;-3,76587435;CALLE;MAQUEDA;26;28024;C/TEMBLEQUE;11065581;AE21
151;VENTAS;15;CIUDAD LINEAL;444341,778;4475724,157;ETRS89;40,43029445;-3,65617831;AVENIDA;DAROCA;15;28017;PLAZA BAMI;11104596;AE21
107;AGUILAS;10;LATINA;435467,507;4469640,618;ETRS89;40,37485051;-3,76017595;CALLE;MASCARAQUE;38;28044;PARQUE DE LAS CRUCES;11077852;AE21
122;ORCASUR;12;USERA;440522,601;4469445,29;ETRS89;40,37346697;-3,70061444;CALLE;MADRE ROSA BLANCO;2;28041;PARQUE MIGUEL SARABIA GIL;31018991;AE21
126;ZOFIO;12;USERA;439527,076;4470583,255;ETRS89;40,38364671;-3,71244836;AVENIDA;RAFAELA YBARRA;4;28026;RAFAELA YBARRA 4;20025114;AE21
131;ENTREVIAS;13;PUENTE DE VALLECAS;442626,712;4470503,1;ETRS89;40,38314383;-3,67592594;RONDA;SUR;2;28053;C/ LAGARTERA;31012755;AE21
181;CASCO HISTORICO DE VALLECAS;18;VILLA DE VALLECAS;446943,396;4469223,298;ETRS89;40,37190057;-3,62496668;CALLE;NAVAMURES;25;28031;PUERTO DE PORZUNA,50;31025565;AE21
85;LA PAZ;8;FUENCARRAL - EL PARDO;440362,071;4481515,544;ETRS89;40,48218984;-3,70363757;CALLE;PEDRO RICO;49;28029;CV  C/FINISTERRE;20098055;AE21
83;PEÑAGRANDE;8;FUENCARRAL - EL PARDO;437910,559;4482004,369;ETRS89;40,48641363;-3,73260739;CALLE;ARROYO DEL MONTE;17;28049;ARROYO DEL MONTE 17;31055760;AE21
54;HISPANOAMERICA;5;CHAMARTIN;442785,525;4478565,593;ETRS89;40,4557859;-3,67478036;CALLE;PUERTO RICO;27;28016;PUERTO RICO 27;11025193;AE21
116;BUENAVISTA;11;CARABANCHEL;436240,363;4468569,501;ETRS89;40,36526089;-3,75096554;AVENIDA;CARABANCHEL ALTO;21;28054;C/BLANCA CV C/DINERO;31069202;AE21
121;ORCASITAS;12;USERA;440215,509;4469037,072;ETRS89;40,36976755;-3,70419329;CALLE;EXPROPIACION;1;28041;CALLE CAMPOTEJAR, 15;11080731;AE21
121;ORCASITAS;12;USERA;438941,872;4469133,833;ETRS89;40,37054691;-3,71920344;CALLE;GAINZA;103;28041;GAINZA 103;11079590;AE21
121;ORCASITAS;12;USERA;438951,484;4469253,283;ETRS89;40,37162368;-3,71910167;CALLE;GAINZA;35;28041;GAINZA 35;11079657;AE21
171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;17;VILLAVERDE;440051,782;4465858,793;ETRS89;40,34112407;-3,70582305;AVENIDA;REAL DE PINTO;82;28021;JUNTO A LAS LETRAS GRAN VIA DE VILLAVERDE;20079282;AE21
171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;17;VILLAVERDE;440637,198;4466111,974;ETRS89;40,34344672;-3,69895446;AVENIDA;GRAN VIA DE VILLAVERDE;12;28021;GRAN VIA DE VILLAVERDE 12;31065313;AE21
174;LOS ROSALES;17;VILLAVERDE;441869,925;4466789,542;ETRS89;40,34963747;-3,68450268;AVENIDA;GRAN VIA DE VILLAVERDE;6 Z;28021;GRAN VIA DE VILLAVERDE 6;31073878;AE21
123;SAN FERMIN;12;USERA;441160,757;4469735,234;ETRS89;40,37612424;-3,69312456;CALLE;SAN MAXIMO;8;28041;CALLE DE SAN MÁXIMO 8;20075898;AE21
181;CASCO HISTORICO DE VALLECAS;18;VILLA DE VALLECAS;446383,189;4468653,31;ETRS89;40,36672989;-3,63151719;;;;28031;;;PV24
101;LOS CARMENES;10;LATINA;437827,292;4472711,056;ETRS89;40,4026898;-3,73268019;CALLE;LUISA MURIEL;1;28047;CALLE LUISA MURIEL1;20019112;AE21
133;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;443798,116;4471289,125;ETRS89;40,39030465;-3,66219563;CALLE;ANTONIO FOLGUERAS;22;28018;CALLE ANTONIO FOLGUERAS, 22     ;11095006;AE21
93;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438625,06;4478662,335;ETRS89;40,45636056;-3,72385412;Calle;Calle de Francos Rodríguez;;28040;;;PV24
93;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438580,454;4478392,221;ETRS89;40,45392398;-3,72435403;Calle;Calle de Francos Rodríguez;;28040;;;PV24
175;ANGELES;17;VILLAVERDE;440578,013;4467984,537;ETRS89;40,36031165;-3,69982564;CALLE;LA CANCION DEL OLVIDO;48;28041;PARQUE DE INGENIEROS;11129067;AE21
133;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;444422,63;4471304,541;ETRS89;40,39048543;-3,65483913;CALLE;ESCRITOR;3;28038;PARQUE AZORIN;20003182;AE21
182;SANTA EUGENIA;18;VILLA DE VALLECAS;448275,281;4470285,356;ETRS89;40,38155205;-3,60936513;CALLE;ZAZUAR;8;28031;SANTA EGUGENIA;11131614;AE21
193;VALDERRIVAS;19;VICALVARO;448792,898;4472000,735;ETRS89;40,39703735;-3,60340535;CALLE;CALIZA;22;28032;AV. GRAN VIA DEL ESTE;20180508;AE21
173;BUTARQUE;17;VILLAVERDE;442286,467;4466829,38;ETRS89;40,35002528;-3,67960168;CALLE;ORO;16;28021;C. CALCIO;31050200;AE21
